scenario,day,quantity,series,mid,lo,hi
sin,91,Rt,PF,1.522318,0.623402,3.414293
sin,91,obs,true,478,478,478
sin,91,obs,PS,471.581174,355.611454,642.603608
sin,91,obs,PF,471.581174,355.611454,642.603608
sin,92,Rt,true,1.677044,1.677044,1.677044
sin,92,Rt,PS,1.653650,1.093908,2.460596
sin,92,Rt,PF,1.552855,0.641152,3.449229
sin,92,obs,true,559,559,559
sin,92,obs,PS,551.145512,416.828654,751.508537
sin,92,obs,PF,551.145512,416.828654,751.508537
sin,93,Rt,true,1.702927,1.702927,1.702927
sin,93,Rt,PS,1.692799,1.105963,2.510653
sin,93,Rt,PF,1.578902,0.656249,3.505450
sin,93,obs,true,657,657,657
sin,93,obs,PS,647.491304,490.802568,882.915431
sin,93,obs,PF,647.491304,490.802568,882.915431
sin,94,Rt,true,1.725637,1.725637,1.725637
sin,94,Rt,PS,1.715560,1.128432,2.556466
sin,94,Rt,PF,1.607700,0.668615,3.568636
sin,94,obs,true,777,777,777
sin,94,obs,PS,767.286706,580.270652,1043.615297
sin,94,obs,PF,767.286706,580.270652,1043.615297
sin,95,Rt,true,1.745023,1.745023,1.745023
sin,95,Rt,PS,1.735183,1.127928,2.532606
sin,95,Rt,PF,1.635941,0.685050,3.601885
sin,95,obs,true,924,924,924
sin,95,obs,PS,912.267940,692.274639,1242.301717
sin,95,obs,PF,912.267940,692.274639,1242.301717
sin,96,Rt,true,1.760957,1.760957,1.760957
sin,96,Rt,PS,1.740036,1.141382,2.563875
sin,96,Rt,PF,1.657574,0.698018,3.627949
sin,96,obs,true,1104,1104,1104
sin,96,obs,PS,1089.839087,826.431716,1484.530501
sin,96,obs,PF,1089.839087,826.431716,1484.530501
sin,97,Rt,true,1.773329,1.773329,1.773329
sin,97,Rt,PS,1.736558,1.135053,2.580628
sin,97,Rt,PF,1.683983,0.702043,3.713249
sin,97,obs,true,1323,1323,1323
sin,97,obs,PS,1309.310007,993.557063,1776.685211
sin,97,obs,PF,1309.310007,993.557063,1776.685211
sin,98,Rt,true,1.782047,1.782047,1.782047
sin,98,Rt,PS,1.739526,1.063760,2.698268
sin,98,Rt,PF,1.700008,0.718290,3.741014
sin,98,obs,true,1589,1589,1589
sin,98,obs,PS,1573.446034,1196.434919,2147.570289
sin,98,obs,PF,1573.446034,1196.434919,2147.570289
sin,99,Rt,true,1.787043,1.787043,1.787043
sin,99,Rt,PS,1.731497,0.883948,3.069441
sin,99,Rt,PF,1.714977,0.724813,3.762139
sin,99,obs,true,1913,1913,1913
sin,99,obs,PS,1896.802809,1442.471094,2586.736169
sin,99,obs,PF,1896.802809,1442.471094,2586.736169
sin,100,Rt,true,1.788266,1.788266,1.788266
sin,100,Rt,PS,1.721647,0.722083,3.788233
sin,100,Rt,PF,1.721647,0.722083,3.788233
sin,100,obs,true,2306,2306,2306
sin,100,obs,PS,2289.555203,1739.680499,3116.152780
sin,100,obs,PF,2289.555203,1739.680499,3116.152780
