Np,L,day,age_group,uniq
1000000,16,66,12-17,54774
1000000,16,66,18-44,55580
1000000,16,66,45-64,58084
1000000,16,66,65+,59989
1000000,16,67,0-5,57904
1000000,16,67,6-11,60045
1000000,16,67,12-17,54752
1000000,16,67,18-44,55372
1000000,16,67,45-64,58074
1000000,16,67,65+,60016
1000000,16,68,0-5,57865
1000000,16,68,6-11,60005
1000000,16,68,12-17,54802
1000000,16,68,18-44,55408
1000000,16,68,45-64,58170
1000000,16,68,65+,60034
1000000,16,69,0-5,57934
1000000,16,69,6-11,59882
1000000,16,69,12-17,54766
1000000,16,69,18-44,55427
1000000,16,69,45-64,58093
1000000,16,69,65+,59862
1000000,16,70,0-5,57906
1000000,16,70,6-11,59912
1000000,16,70,12-17,54755
1000000,16,70,18-44,55397
1000000,16,70,45-64,58005
1000000,16,70,65+,59964
1000000,16,71,0-5,57919
1000000,16,71,6-11,59865
1000000,16,71,12-17,54896
1000000,16,71,18-44,55229
1000000,16,71,45-64,57865
1000000,16,71,65+,60021
1000000,16,72,0-5,57848
1000000,16,72,6-11,59931
1000000,16,72,12-17,54915
1000000,16,72,18-44,55190
1000000,16,72,45-64,57728
1000000,16,72,65+,60069
1000000,16,73,0-5,57821
1000000,16,73,6-11,59891
1000000,16,73,12-17,54925
1000000,16,73,18-44,55201
1000000,16,73,45-64,57684
1000000,16,73,65+,60133
1000000,16,74,0-5,57771
1000000,16,74,6-11,59906
1000000,16,74,12-17,55070
1000000,16,74,18-44,55266
1000000,16,74,45-64,57687
1000000,16,74,65+,60043
1000000,16,75,0-5,57848
1000000,16,75,6-11,59949
1000000,16,75,12-17,55246
1000000,16,75,18-44,55256
1000000,16,75,45-64,57635
1000000,16,75,65+,60039
1000000,16,76,0-5,57966
1000000,16,76,6-11,60050
1000000,16,76,12-17,55196
1000000,16,76,18-44,55178
1000000,16,76,45-64,57724
1000000,16,76,65+,60121
1000000,16,77,0-5,58144
1000000,16,77,6-11,60013
1000000,16,77,12-17,55273
1000000,16,77,18-44,55178
1000000,16,77,45-64,57696
1000000,16,77,65+,60120
1000000,16,78,0-5,58204
1000000,16,78,6-11,60072
1000000,16,78,12-17,55412
1000000,16,78,18-44,55221
1000000,16,78,45-64,57561
1000000,16,78,65+,60114
1000000,16,79,0-5,58124
1000000,16,79,6-11,60327
1000000,16,79,12-17,55414
1000000,16,79,18-44,55232
1000000,16,79,45-64,57508
1000000,16,79,65+,59879
1000000,16,80,0-5,58172
1000000,16,80,6-11,60426
1000000,16,80,12-17,55480
1000000,16,80,18-44,55158
1000000,16,80,45-64,57512
1000000,16,80,65+,59763
1000000,16,81,0-5,58242
1000000,16,81,6-11,60542
1000000,16,81,12-17,55539
1000000,16,81,18-44,54997
1000000,16,81,45-64,57585
1000000,16,81,65+,59789
1000000,16,82,0-5,58264
1000000,16,82,6-11,60574
1000000,16,82,12-17,55559
1000000,16,82,18-44,55064
1000000,16,82,45-64,57518
1000000,16,82,65+,59804
1000000,16,83,0-5,58174
1000000,16,83,6-11,60513
1000000,16,83,12-17,55605
1000000,16,83,18-44,55079
1000000,16,83,45-64,57404
1000000,16,83,65+,59849
1000000,16,84,0-5,58202
1000000,16,84,6-11,60566
1000000,16,84,12-17,55584
1000000,16,84,18-44,55043
1000000,16,84,45-64,57385
1000000,16,84,65+,59781
1000000,16,85,0-5,58111
1000000,16,85,6-11,60578
1000000,16,85,12-17,55737
1000000,16,85,18-44,55024
1000000,16,85,45-64,57388
1000000,16,85,65+,59811
1000000,16,86,0-5,58297
1000000,16,86,6-11,60608
1000000,16,86,12-17,55913
1000000,16,86,18-44,55020
1000000,16,86,45-64,57612
1000000,16,86,65+,59888
1000000,16,87,0-5,58163
1000000,16,87,6-11,60748
1000000,16,87,12-17,55960
1000000,16,87,18-44,55155
1000000,16,87,45-64,57388
1000000,16,87,65+,59922
1000000,16,88,0-5,58142
1000000,16,88,6-11,60813
1000000,16,88,12-17,55800
1000000,16,88,18-44,55233
1000000,16,88,45-64,57516
1000000,16,88,65+,60005
1000000,16,89,0-5,58132
1000000,16,89,6-11,60772
1000000,16,89,12-17,55915
1000000,16,89,18-44,55222
1000000,16,89,45-64,57380
1000000,16,89,65+,59974
1000000,16,90,0-5,58109
1000000,16,90,6-11,60680
1000000,16,90,12-17,55843
1000000,16,90,18-44,55114
1000000,16,90,45-64,57189
1000000,16,90,65+,60005
1000000,16,91,0-5,58293
1000000,16,91,6-11,60818
1000000,16,91,12-17,55985
1000000,16,91,18-44,55057
1000000,16,91,45-64,57205
1000000,16,91,65+,59987
1000000,16,92,0-5,58476
1000000,16,92,6-11,61035
1000000,16,92,12-17,56135
1000000,16,92,18-44,55107
1000000,16,92,45-64,57197
1000000,16,92,65+,60035
1000000,16,93,0-5,58677
1000000,16,93,6-11,61008
1000000,16,93,12-17,56132
1000000,16,93,18-44,55050
1000000,16,93,45-64,57281
1000000,16,93,65+,60055
1000000,16,94,0-5,58748
1000000,16,94,6-11,61148
1000000,16,94,12-17,56277
1000000,16,94,18-44,55081
1000000,16,94,45-64,57306
1000000,16,94,65+,59954
1000000,16,95,0-5,58829
1000000,16,95,6-11,61261
1000000,16,95,12-17,56356
1000000,16,95,18-44,55063
1000000,16,95,45-64,57255
1000000,16,95,65+,60017
1000000,16,96,0-5,58919
1000000,16,96,6-11,61412
1000000,16,96,12-17,56489
1000000,16,96,18-44,55174
1000000,16,96,45-64,57275
1000000,16,96,65+,59947
1000000,16,97,0-5,59255
1000000,16,97,6-11,61592
1000000,16,97,12-17,56604
1000000,16,97,18-44,55167
1000000,16,97,45-64,57199
1000000,16,97,65+,59850
1000000,16,98,0-5,59302
1000000,16,98,6-11,61747
1000000,16,98,12-17,56618
1000000,16,98,18-44,55253
1000000,16,98,45-64,57103
1000000,16,98,65+,59842
1000000,16,99,0-5,59454
1000000,16,99,6-11,61876
1000000,16,99,12-17,56751
1000000,16,99,18-44,55175
1000000,16,99,45-64,57285
1000000,16,99,65+,59695
1000000,16,100,0-5,59602
1000000,16,100,6-11,62042
1000000,16,100,12-17,56719
1000000,16,100,18-44,55176
1000000,16,100,45-64,57341
1000000,16,100,65+,59743
1000000,16,101,0-5,59613
1000000,16,101,6-11,62268
1000000,16,101,12-17,56810
1000000,16,101,18-44,55212
1000000,16,101,45-64,57416
1000000,16,101,65+,59780
1000000,16,102,0-5,59680
1000000,16,102,6-11,62488
1000000,16,102,12-17,56949
1000000,16,102,18-44,55263
1000000,16,102,45-64,57517
1000000,16,102,65+,59949
1000000,16,103,0-5,59762
1000000,16,103,6-11,62636
1000000,16,103,12-17,57170
1000000,16,103,18-44,55269
1000000,16,103,45-64,57437
1000000,16,103,65+,60108
1000000,16,104,0-5,59845
1000000,16,104,6-11,62789
1000000,16,104,12-17,57102
1000000,16,104,18-44,55286
1000000,16,104,45-64,57344
1000000,16,104,65+,60168
1000000,16,105,0-5,59939
1000000,16,105,6-11,63122
1000000,16,105,12-17,57042
1000000,16,105,18-44,55397
1000000,16,105,45-64,57305
1000000,16,105,65+,60311
1000000,16,106,0-5,59986
1000000,16,106,6-11,63294
1000000,16,106,12-17,57221
1000000,16,106,18-44,55389
1000000,16,106,45-64,57230
1000000,16,106,65+,60381
1000000,16,107,0-5,60206
1000000,16,107,6-11,63543
1000000,16,107,12-17,57266
1000000,16,107,18-44,55222
1000000,16,107,45-64,57246
1000000,16,107,65+,60454
1000000,16,108,0-5,60443
1000000,16,108,6-11,63755
1000000,16,108,12-17,57395
1000000,16,108,18-44,55213
1000000,16,108,45-64,57329
1000000,16,108,65+,60504
1000000,16,109,0-5,60748
1000000,16,109,6-11,64091
1000000,16,109,12-17,57446
1000000,16,109,18-44,55208
1000000,16,109,45-64,57317
1000000,16,109,65+,60414
1000000,16,110,0-5,60987
1000000,16,110,6-11,64312
1000000,16,110,12-17,57620
1000000,16,110,18-44,55064
1000000,16,110,45-64,57260
1000000,16,110,65+,60604
1000000,16,111,0-5,61150
1000000,16,111,6-11,64694
1000000,16,111,12-17,57846
1000000,16,111,18-44,55105
1000000,16,111,45-64,57394
1000000,16,111,65+,60727
1000000,16,112,0-5,61381
1000000,16,112,6-11,65230
1000000,16,112,12-17,57911
1000000,16,112,18-44,55067
1000000,16,112,45-64,57354
1000000,16,112,65+,60750
1000000,16,113,0-5,61709
1000000,16,113,6-11,65469
1000000,16,113,12-17,58060
1000000,16,113,18-44,55052
1000000,16,113,45-64,57359
1000000,16,113,65+,60803
1000000,16,114,0-5,61957
1000000,16,114,6-11,65854
1000000,16,114,12-17,58242
1000000,16,114,18-44,54973
1000000,16,114,45-64,57354
1000000,16,114,65+,60919
1000000,16,115,0-5,62209
1000000,16,115,6-11,66328
1000000,16,115,12-17,58709
1000000,16,115,18-44,54933
1000000,16,115,45-64,57420
1000000,16,115,65+,60877
1000000,16,116,0-5,62519
1000000,16,116,6-11,66777
1000000,16,116,12-17,58923
1000000,16,116,18-44,55094
1000000,16,116,45-64,57512
1000000,16,116,65+,60837
1000000,16,117,0-5,62818
1000000,16,117,6-11,67155
1000000,16,117,12-17,59135
1000000,16,117,18-44,55110
1000000,16,117,45-64,57498
1000000,16,117,65+,60888
1000000,16,118,0-5,62987
1000000,16,118,6-11,67507
1000000,16,118,12-17,59410
1000000,16,118,18-44,55197
1000000,16,118,45-64,57417
1000000,16,118,65+,60896
1000000,16,119,0-5,63213
1000000,16,119,6-11,68080
1000000,16,119,12-17,59687
1000000,16,119,18-44,55439
1000000,16,119,45-64,57494
1000000,16,119,65+,60994
1000000,16,120,0-5,63613
1000000,16,120,6-11,68436
1000000,16,120,12-17,59852
1000000,16,120,18-44,55477
1000000,16,120,45-64,57660
1000000,16,120,65+,61001
1000000,16,121,0-5,63974
1000000,16,121,6-11,69112
1000000,16,121,12-17,60135
1000000,16,121,18-44,55453
1000000,16,121,45-64,57784
1000000,16,121,65+,61235
1000000,16,122,0-5,64236
1000000,16,122,6-11,69480
1000000,16,122,12-17,60383
1000000,16,122,18-44,55550
1000000,16,122,45-64,57643
1000000,16,122,65+,61490
1000000,16,123,0-5,64623
1000000,16,123,6-11,69985
1000000,16,123,12-17,60714
1000000,16,123,18-44,55389
1000000,16,123,45-64,57678
1000000,16,123,65+,61621
1000000,16,124,0-5,64972
1000000,16,124,6-11,70554
1000000,16,124,12-17,61053
1000000,16,124,18-44,55346
1000000,16,124,45-64,57745
1000000,16,124,65+,61770
1000000,16,125,0-5,65365
1000000,16,125,6-11,71244
1000000,16,125,12-17,61364
1000000,16,125,18-44,55403
1000000,16,125,45-64,57718
1000000,16,125,65+,61985
1000000,16,126,0-5,65930
1000000,16,126,6-11,71806
1000000,16,126,12-17,61621
1000000,16,126,18-44,55569
1000000,16,126,45-64,57695
1000000,16,126,65+,62084
1000000,16,127,0-5,66456
1000000,16,127,6-11,72231
1000000,16,127,12-17,62100
1000000,16,127,18-44,55594
1000000,16,127,45-64,57765
1000000,16,127,65+,62423
1000000,16,128,0-5,67174
1000000,16,128,6-11,72796
1000000,16,128,12-17,62379
1000000,16,128,18-44,55648
1000000,16,128,45-64,57884
1000000,16,128,65+,62660
1000000,16,129,0-5,67769
1000000,16,129,6-11,73340
1000000,16,129,12-17,62748
1000000,16,129,18-44,55789
1000000,16,129,45-64,57925
1000000,16,129,65+,62972
1000000,16,130,0-5,68231
1000000,16,130,6-11,74088
1000000,16,130,12-17,63273
1000000,16,130,18-44,55933
1000000,16,130,45-64,58007
1000000,16,130,65+,63233
1000000,16,131,0-5,68899
1000000,16,131,6-11,74806
1000000,16,131,12-17,63946
1000000,16,131,18-44,56001
1000000,16,131,45-64,58064
1000000,16,131,65+,63446
1000000,16,132,0-5,69381
1000000,16,132,6-11,75523
1000000,16,132,12-17,64261
1000000,16,132,18-44,56119
1000000,16,132,45-64,58316
1000000,16,132,65+,63671
1000000,16,133,0-5,69942
1000000,16,133,6-11,76332
1000000,16,133,12-17,64850
1000000,16,133,18-44,56107
1000000,16,133,45-64,58398
1000000,16,133,65+,64034
1000000,16,134,0-5,74859
1000000,16,134,6-11,81597
1000000,16,134,12-17,69390
1000000,16,134,18-44,59823
1000000,16,134,45-64,62289
1000000,16,134,65+,68212
1000000,16,135,0-5,80223
1000000,16,135,6-11,87660
1000000,16,135,12-17,74552
1000000,16,135,18-44,64002
1000000,16,135,45-64,66745
1000000,16,135,65+,73213
1000000,16,136,0-5,86385
1000000,16,136,6-11,94203
1000000,16,136,12-17,80321
1000000,16,136,18-44,68900
1000000,16,136,45-64,71833
1000000,16,136,65+,78838
1000000,16,137,0-5,93492
1000000,16,137,6-11,101777
1000000,16,137,12-17,87266
1000000,16,137,18-44,74732
1000000,16,137,45-64,77826
1000000,16,137,65+,85366
1000000,16,138,0-5,101764
1000000,16,138,6-11,110689
1000000,16,138,12-17,95237
1000000,16,138,18-44,81460
1000000,16,138,45-64,84788
1000000,16,138,65+,93019
1000000,16,139,0-5,111830
1000000,16,139,6-11,121078
1000000,16,139,12-17,104644
1000000,16,139,18-44,89627
1000000,16,139,45-64,92936
1000000,16,139,65+,102129
1000000,16,140,0-5,123725
1000000,16,140,6-11,133470
1000000,16,140,12-17,116055
1000000,16,140,18-44,99294
1000000,16,140,45-64,102977
1000000,16,140,65+,112812
1000000,16,141,0-5,138097
1000000,16,141,6-11,148677
1000000,16,141,12-17,130103
1000000,16,141,18-44,111384
1000000,16,141,45-64,115388
1000000,16,141,65+,125790
1000000,16,142,0-5,155663
1000000,16,142,6-11,167038
1000000,16,142,12-17,147401
1000000,16,142,18-44,126492
1000000,16,142,45-64,130839
1000000,16,142,65+,142101
1000000,16,143,0-5,177822
1000000,16,143,6-11,189478
1000000,16,143,12-17,169361
1000000,16,143,18-44,146098
1000000,16,143,45-64,150774
1000000,16,143,65+,163223
1000000,16,144,0-5,205581
1000000,16,144,6-11,217542
1000000,16,144,12-17,197357
1000000,16,144,18-44,172437
1000000,16,144,45-64,177360
1000000,16,144,65+,190503
1000000,16,145,0-5,241196
1000000,16,145,6-11,252966
1000000,16,145,12-17,234019
1000000,16,145,18-44,208249
1000000,16,145,45-64,213148
1000000,16,145,65+,226711
1000000,16,146,0-5,289421
1000000,16,146,6-11,299361
1000000,16,146,12-17,282833
1000000,16,146,18-44,258147
1000000,16,146,45-64,262553
1000000,16,146,65+,275801
1000000,16,147,0-5,356581
1000000,16,147,6-11,363660
1000000,16,147,12-17,350297
1000000,16,147,18-44,329026
1000000,16,147,45-64,332896
1000000,16,147,65+,344558
1000000,16,148,0-5,456754
1000000,16,148,6-11,461106
1000000,16,148,12-17,452065
1000000,16,148,18-44,435266
1000000,16,148,45-64,438279
1000000,16,148,65+,447556
1000000,16,149,0-5,626497
1000000,16,149,6-11,628234
1000000,16,149,12-17,623470
1000000,16,149,18-44,614237
1000000,16,149,45-64,615769
1000000,16,149,65+,620560
1000000,24,1,0-5,24705
1000000,24,1,6-11,289
1000000,24,1,12-17,6278
1000000,24,1,18-44,35823
1000000,24,1,45-64,29775
1000000,24,1,65+,23363
1000000,24,2,0-5,26884
1000000,24,2,6-11,343
1000000,24,2,12-17,7751
1000000,24,2,18-44,36973
1000000,24,2,45-64,32794
1000000,24,2,65+,26561
1000000,24,3,0-5,30561
1000000,24,3,6-11,1463
1000000,24,3,12-17,13526
1000000,24,3,18-44,38832
1000000,24,3,45-64,37747
1000000,24,3,65+,31885
1000000,24,4,0-5,35047
1000000,24,4,6-11,24341
1000000,24,4,12-17,30796
1000000,24,4,18-44,40376
1000000,24,4,45-64,40774
1000000,24,4,65+,37323
1000000,24,5,0-5,37072
1000000,24,5,6-11,31459
1000000,24,5,12-17,35791
1000000,24,5,18-44,40976
1000000,24,5,45-64,41825
1000000,24,5,65+,40480
1000000,24,6,0-5,37783
1000000,24,6,6-11,32052
1000000,24,6,12-17,36839
1000000,24,6,18-44,41245
1000000,24,6,45-64,42227
1000000,24,6,65+,42095
1000000,24,7,0-5,38028
1000000,24,7,6-11,32225
1000000,24,7,12-17,37119
1000000,24,7,18-44,41352
1000000,24,7,45-64,42339
1000000,24,7,65+,42879
1000000,24,8,0-5,38179
1000000,24,8,6-11,32401
1000000,24,8,12-17,37203
1000000,24,8,18-44,41400
1000000,24,8,45-64,42456
1000000,24,8,65+,43277
1000000,24,9,0-5,38317
1000000,24,9,6-11,32621
1000000,24,9,12-17,37284
1000000,24,9,18-44,41386
1000000,24,9,45-64,42558
1000000,24,9,65+,43452
1000000,24,10,0-5,38368
1000000,24,10,6-11,32824
1000000,24,10,12-17,37302
1000000,24,10,18-44,41365
1000000,24,10,45-64,42609
1000000,24,10,65+,43557
1000000,24,11,0-5,38377
1000000,24,11,6-11,33060
1000000,24,11,12-17,37244
1000000,24,11,18-44,41330
1000000,24,11,45-64,42652
1000000,24,11,65+,43447
1000000,24,12,0-5,38452
1000000,24,12,6-11,33262
1000000,24,12,12-17,37226
1000000,24,12,18-44,41292
1000000,24,12,45-64,42713
1000000,24,12,65+,43363
1000000,24,13,0-5,38466
1000000,24,13,6-11,33517
1000000,24,13,12-17,37210
1000000,24,13,18-44,41267
1000000,24,13,45-64,42536
1000000,24,13,65+,43253
1000000,24,14,0-5,38568
1000000,24,14,6-11,33848
1000000,24,14,12-17,37173
1000000,24,14,18-44,41234
1000000,24,14,45-64,42417
1000000,24,14,65+,43280
1000000,24,15,0-5,38680
1000000,24,15,6-11,34190
1000000,24,15,12-17,37227
1000000,24,15,18-44,41152
1000000,24,15,45-64,42479
1000000,24,15,65+,43277
1000000,24,16,0-5,38746
1000000,24,16,6-11,34580
1000000,24,16,12-17,37234
1000000,24,16,18-44,41140
1000000,24,16,45-64,42435
1000000,24,16,65+,43283
1000000,24,17,0-5,38880
1000000,24,17,6-11,34994
1000000,24,17,12-17,37355
1000000,24,17,18-44,41017
1000000,24,17,45-64,42318
1000000,24,17,65+,43255
1000000,24,18,0-5,38925
1000000,24,18,6-11,35411
1000000,24,18,12-17,37348
1000000,24,18,18-44,41089
1000000,24,18,45-64,42369
1000000,24,18,65+,43252
1000000,24,19,0-5,38986
1000000,24,19,6-11,35743
1000000,24,19,12-17,37350
1000000,24,19,18-44,41026
1000000,24,19,45-64,42301
1000000,24,19,65+,43288
1000000,24,20,0-5,39010
1000000,24,20,6-11,36220
1000000,24,20,12-17,37284
1000000,24,20,18-44,40883
1000000,24,20,45-64,42304
1000000,24,20,65+,43278
1000000,24,21,0-5,39016
1000000,24,21,6-11,36668
1000000,24,21,12-17,37288
1000000,24,21,18-44,40821
1000000,24,21,45-64,42202
1000000,24,21,65+,43225
1000000,24,22,0-5,39100
1000000,24,22,6-11,36942
1000000,24,22,12-17,37288
1000000,24,22,18-44,40760
1000000,24,22,45-64,42162
1000000,24,22,65+,43100
1000000,24,23,0-5,39220
1000000,24,23,6-11,37366
1000000,24,23,12-17,37327
1000000,24,23,18-44,40606
1000000,24,23,45-64,42010
1000000,24,23,65+,42959
1000000,24,24,0-5,39307
1000000,24,24,6-11,37711
1000000,24,24,12-17,37383
1000000,24,24,18-44,40524
1000000,24,24,45-64,41994
1000000,24,24,65+,42828
1000000,24,25,0-5,39321
1000000,24,25,6-11,38102
1000000,24,25,12-17,37315
1000000,24,25,18-44,40481
1000000,24,25,45-64,42045
1000000,24,25,65+,42763
1000000,24,26,0-5,39332
1000000,24,26,6-11,38474
1000000,24,26,12-17,37359
1000000,24,26,18-44,40300
1000000,24,26,45-64,41991
1000000,24,26,65+,42662
1000000,24,27,0-5,39438
1000000,24,27,6-11,38823
1000000,24,27,12-17,37354
1000000,24,27,18-44,40168
1000000,24,27,45-64,41876
1000000,24,27,65+,42560
1000000,24,28,0-5,39419
1000000,24,28,6-11,39174
1000000,24,28,12-17,37354
1000000,24,28,18-44,39993
1000000,24,28,45-64,41693
1000000,24,28,65+,42537
1000000,24,29,0-5,39518
1000000,24,29,6-11,39428
1000000,24,29,12-17,37354
1000000,24,29,18-44,39862
1000000,24,29,45-64,41620
1000000,24,29,65+,42411
1000000,24,30,0-5,39569
1000000,24,30,6-11,39567
1000000,24,30,12-17,37319
1000000,24,30,18-44,39731
1000000,24,30,45-64,41572
1000000,24,30,65+,42317
1000000,24,31,0-5,39648
1000000,24,31,6-11,39745
1000000,24,31,12-17,37219
1000000,24,31,18-44,39595
1000000,24,31,45-64,41436
1000000,24,31,65+,42288
1000000,24,32,0-5,39672
1000000,24,32,6-11,39898
1000000,24,32,12-17,37127
1000000,24,32,18-44,39379
1000000,24,32,45-64,41289
1000000,24,32,65+,42222
1000000,24,33,0-5,39640
1000000,24,33,6-11,40141
1000000,24,33,12-17,37143
1000000,24,33,18-44,39263
1000000,24,33,45-64,41165
1000000,24,33,65+,42268
1000000,24,34,0-5,39551
1000000,24,34,6-11,40209
1000000,24,34,12-17,37141
1000000,24,34,18-44,39174
1000000,24,34,45-64,41116
1000000,24,34,65+,42322
1000000,24,35,0-5,39515
1000000,24,35,6-11,40329
1000000,24,35,12-17,37100
1000000,24,35,18-44,39057
1000000,24,35,45-64,41028
1000000,24,35,65+,42123
1000000,24,36,0-5,39508
1000000,24,36,6-11,40354
1000000,24,36,12-17,37071
1000000,24,36,18-44,38914
1000000,24,36,45-64,40919
1000000,24,36,65+,42096
1000000,24,37,0-5,39457
1000000,24,37,6-11,40406
1000000,24,37,12-17,36999
1000000,24,37,18-44,38775
1000000,24,37,45-64,40774
1000000,24,37,65+,42070
1000000,24,38,0-5,39480
1000000,24,38,6-11,40435
1000000,24,38,12-17,37040
1000000,24,38,18-44,38730
1000000,24,38,45-64,40622
1000000,24,38,65+,42032
1000000,24,39,0-5,39457
1000000,24,39,6-11,40370
1000000,24,39,12-17,37051
1000000,24,39,18-44,38508
1000000,24,39,45-64,40530
1000000,24,39,65+,41976
1000000,24,40,0-5,39382
1000000,24,40,6-11,40373
1000000,24,40,12-17,37009
1000000,24,40,18-44,38404
1000000,24,40,45-64,40383
1000000,24,40,65+,41834
1000000,24,41,0-5,39348
1000000,24,41,6-11,40346
1000000,24,41,12-17,37055
1000000,24,41,18-44,38311
1000000,24,41,45-64,40152
1000000,24,41,65+,41776
1000000,24,42,0-5,39214
1000000,24,42,6-11,40237
1000000,24,42,12-17,37012
1000000,24,42,18-44,38278
1000000,24,42,45-64,39986
1000000,24,42,65+,41618
1000000,24,43,0-5,39257
1000000,24,43,6-11,40222
1000000,24,43,12-17,36968
1000000,24,43,18-44,38182
1000000,24,43,45-64,39879
1000000,24,43,65+,41587
1000000,24,44,0-5,39153
1000000,24,44,6-11,40180
1000000,24,44,12-17,36859
1000000,24,44,18-44,38208
1000000,24,44,45-64,39731
1000000,24,44,65+,41484
1000000,24,45,0-5,39050
1000000,24,45,6-11,40151
1000000,24,45,12-17,36788
1000000,24,45,18-44,38012
1000000,24,45,45-64,39649
1000000,24,45,65+,41465
1000000,24,46,0-5,39027
1000000,24,46,6-11,40089
1000000,24,46,12-17,36767
1000000,24,46,18-44,37954
1000000,24,46,45-64,39580
1000000,24,46,65+,41360
1000000,24,47,0-5,39090
1000000,24,47,6-11,40007
1000000,24,47,12-17,36705
1000000,24,47,18-44,37804
1000000,24,47,45-64,39511
1000000,24,47,65+,41263
1000000,24,48,0-5,39143
1000000,24,48,6-11,40040
1000000,24,48,12-17,36636
1000000,24,48,18-44,37729
1000000,24,48,45-64,39443
1000000,24,48,65+,41208
1000000,24,49,0-5,39039
1000000,24,49,6-11,39975
1000000,24,49,12-17,36615
1000000,24,49,18-44,37645
1000000,24,49,45-64,39337
1000000,24,49,65+,41110
1000000,24,50,0-5,39003
1000000,24,50,6-11,39991
1000000,24,50,12-17,36662
1000000,24,50,18-44,37660
1000000,24,50,45-64,39219
1000000,24,50,65+,41072
1000000,24,51,0-5,38989
1000000,24,51,6-11,39984
1000000,24,51,12-17,36634
1000000,24,51,18-44,37546
1000000,24,51,45-64,39198
1000000,24,51,65+,40931
1000000,24,52,0-5,38894
1000000,24,52,6-11,39893
1000000,24,52,12-17,36531
1000000,24,52,18-44,37505
1000000,24,52,45-64,39246
1000000,24,52,65+,40785
1000000,24,53,0-5,38818
1000000,24,53,6-11,39848
1000000,24,53,12-17,36426
1000000,24,53,18-44,37488
1000000,24,53,45-64,39228
1000000,24,53,65+,40769
1000000,24,54,0-5,38793
1000000,24,54,6-11,39890
1000000,24,54,12-17,36426
1000000,24,54,18-44,37392
1000000,24,54,45-64,39218
1000000,24,54,65+,40727
1000000,24,55,0-5,38770
1000000,24,55,6-11,39880
1000000,24,55,12-17,36459
1000000,24,55,18-44,37399
1000000,24,55,45-64,39175
1000000,24,55,65+,40723
1000000,24,56,0-5,38781
1000000,24,56,6-11,39882
1000000,24,56,12-17,36424
1000000,24,56,18-44,37297
1000000,24,56,45-64,39152
1000000,24,56,65+,40591
1000000,24,57,0-5,38838
1000000,24,57,6-11,40005
1000000,24,57,12-17,36400
1000000,24,57,18-44,37284
1000000,24,57,45-64,39072
1000000,24,57,65+,40457
1000000,24,58,0-5,38878
1000000,24,58,6-11,40064
1000000,24,58,12-17,36343
1000000,24,58,18-44,37277
1000000,24,58,45-64,38995
1000000,24,58,65+,40416
1000000,24,59,0-5,38807
1000000,24,59,6-11,40091
1000000,24,59,12-17,36282
1000000,24,59,18-44,37162
1000000,24,59,45-64,38928
1000000,24,59,65+,40343
1000000,24,60,0-5,38659
1000000,24,60,6-11,40141
1000000,24,60,12-17,36352
1000000,24,60,18-44,37124
1000000,24,60,45-64,38957
1000000,24,60,65+,40229
1000000,24,61,0-5,38651
1000000,24,61,6-11,40077
1000000,24,61,12-17,36422
1000000,24,61,18-44,37025
1000000,24,61,45-64,38936
1000000,24,61,65+,40129
1000000,24,62,0-5,38629
1000000,24,62,6-11,40097
1000000,24,62,12-17,36435
1000000,24,62,18-44,36974
1000000,24,62,45-64,38907
1000000,24,62,65+,40131
1000000,24,63,0-5,38720
1000000,24,63,6-11,40055
1000000,24,63,12-17,36471
1000000,24,63,18-44,36844
1000000,24,63,45-64,38866
1000000,24,63,65+,40138
1000000,24,64,0-5,38704
1000000,24,64,6-11,40127
1000000,24,64,12-17,36488
1000000,24,64,18-44,36840
1000000,24,64,45-64,38784
1000000,24,64,65+,40165
1000000,24,65,0-5,38646
1000000,24,65,6-11,40109
1000000,24,65,12-17,36502
1000000,24,65,18-44,36781
1000000,24,65,45-64,38746
1000000,24,65,65+,40164
1000000,24,66,0-5,38729
1000000,24,66,6-11,40111
1000000,24,66,12-17,36439
1000000,24,66,18-44,36780
1000000,24,66,45-64,38680
1000000,24,66,65+,40261
1000000,24,67,0-5,38734
1000000,24,67,6-11,40162
1000000,24,67,12-17,36502
1000000,24,67,18-44,36744
1000000,24,67,45-64,38684
1000000,24,67,65+,40317
1000000,24,68,0-5,38710
1000000,24,68,6-11,40143
1000000,24,68,12-17,36451
1000000,24,68,18-44,36732
1000000,24,68,45-64,38682
1000000,24,68,65+,40359
1000000,24,69,0-5,38782
1000000,24,69,6-11,40107
1000000,24,69,12-17,36515
1000000,24,69,18-44,36746
1000000,24,69,45-64,38656
1000000,24,69,65+,40352
1000000,24,70,0-5,38790
1000000,24,70,6-11,40173
1000000,24,70,12-17,36573
1000000,24,70,18-44,36780
1000000,24,70,45-64,38650
1000000,24,70,65+,40379
1000000,24,71,0-5,38720
1000000,24,71,6-11,40315
1000000,24,71,12-17,36583
1000000,24,71,18-44,36802
1000000,24,71,45-64,38575
1000000,24,71,65+,40292
1000000,24,72,0-5,38697
1000000,24,72,6-11,40375
1000000,24,72,12-17,36565
1000000,24,72,18-44,36776
1000000,24,72,45-64,38538
1000000,24,72,65+,40275
1000000,24,73,0-5,38766
1000000,24,73,6-11,40410
1000000,24,73,12-17,36664
1000000,24,73,18-44,36711
1000000,24,73,45-64,38563
1000000,24,73,65+,40276
1000000,24,74,0-5,38758
1000000,24,74,6-11,40492
