Np,L,day,age_group,uniq
100000,32,39,6-11,3013
100000,32,39,12-17,2747
100000,32,39,18-44,2823
100000,32,39,45-64,3002
100000,32,39,65+,3092
100000,32,40,0-5,2948
100000,32,40,6-11,3012
100000,32,40,12-17,2719
100000,32,40,18-44,2825
100000,32,40,45-64,2990
100000,32,40,65+,3064
100000,32,41,0-5,2925
100000,32,41,6-11,2999
100000,32,41,12-17,2706
100000,32,41,18-44,2828
100000,32,41,45-64,2980
100000,32,41,65+,3025
100000,32,42,0-5,2917
100000,32,42,6-11,2994
100000,32,42,12-17,2713
100000,32,42,18-44,2813
100000,32,42,45-64,2981
100000,32,42,65+,3036
100000,32,43,0-5,2919
100000,32,43,6-11,2983
100000,32,43,12-17,2737
100000,32,43,18-44,2819
100000,32,43,45-64,2960
100000,32,43,65+,3034
100000,32,44,0-5,2932
100000,32,44,6-11,2973
100000,32,44,12-17,2737
100000,32,44,18-44,2820
100000,32,44,45-64,2962
100000,32,44,65+,3041
100000,32,45,0-5,2947
100000,32,45,6-11,2965
100000,32,45,12-17,2744
100000,32,45,18-44,2799
100000,32,45,45-64,2962
100000,32,45,65+,3020
100000,32,46,0-5,2969
100000,32,46,6-11,2962
100000,32,46,12-17,2742
100000,32,46,18-44,2805
100000,32,46,45-64,2959
100000,32,46,65+,3022
100000,32,47,0-5,2945
100000,32,47,6-11,2972
100000,32,47,12-17,2753
100000,32,47,18-44,2798
100000,32,47,45-64,2962
100000,32,47,65+,3025
100000,32,48,0-5,2940
100000,32,48,6-11,2956
100000,32,48,12-17,2758
100000,32,48,18-44,2782
100000,32,48,45-64,2961
100000,32,48,65+,3024
100000,32,49,0-5,2955
100000,32,49,6-11,2961
100000,32,49,12-17,2745
100000,32,49,18-44,2779
100000,32,49,45-64,2969
100000,32,49,65+,3009
100000,32,50,0-5,2948
100000,32,50,6-11,2966
100000,32,50,12-17,2725
100000,32,50,18-44,2765
100000,32,50,45-64,2973
100000,32,50,65+,3011
100000,32,51,0-5,2924
100000,32,51,6-11,2949
100000,32,51,12-17,2727
100000,32,51,18-44,2762
100000,32,51,45-64,2948
100000,32,51,65+,3017
100000,32,52,0-5,2899
100000,32,52,6-11,2935
100000,32,52,12-17,2684
100000,32,52,18-44,2773
100000,32,52,45-64,2957
100000,32,52,65+,3025
100000,32,53,0-5,2905
100000,32,53,6-11,2924
100000,32,53,12-17,2720
100000,32,53,18-44,2785
100000,32,53,45-64,2967
100000,32,53,65+,3023
100000,32,54,0-5,2883
100000,32,54,6-11,2935
100000,32,54,12-17,2743
100000,32,54,18-44,2784
100000,32,54,45-64,2948
100000,32,54,65+,3033
100000,32,55,0-5,2909
100000,32,55,6-11,2945
100000,32,55,12-17,2749
100000,32,55,18-44,2760
100000,32,55,45-64,2928
100000,32,55,65+,3029
100000,32,56,0-5,2913
100000,32,56,6-11,2955
100000,32,56,12-17,2758
100000,32,56,18-44,2759
100000,32,56,45-64,2925
100000,32,56,65+,3030
100000,32,57,0-5,2928
100000,32,57,6-11,2969
100000,32,57,12-17,2770
100000,32,57,18-44,2755
100000,32,57,45-64,2920
100000,32,57,65+,3051
100000,32,58,0-5,2919
100000,32,58,6-11,2959
100000,32,58,12-17,2764
100000,32,58,18-44,2779
100000,32,58,45-64,2921
100000,32,58,65+,3032
100000,32,59,0-5,2917
100000,32,59,6-11,2966
100000,32,59,12-17,2763
100000,32,59,18-44,2770
100000,32,59,45-64,2932
100000,32,59,65+,3041
100000,32,60,0-5,2909
100000,32,60,6-11,3000
100000,32,60,12-17,2757
100000,32,60,18-44,2788
100000,32,60,45-64,2919
100000,32,60,65+,3030
100000,32,61,0-5,2892
100000,32,61,6-11,2990
100000,32,61,12-17,2754
100000,32,61,18-44,2793
100000,32,61,45-64,2931
100000,32,61,65+,3041
100000,32,62,0-5,2883
100000,32,62,6-11,2980
100000,32,62,12-17,2761
100000,32,62,18-44,2783
100000,32,62,45-64,2935
100000,32,62,65+,3025
100000,32,63,0-5,2876
100000,32,63,6-11,2973
100000,32,63,12-17,2750
100000,32,63,18-44,2782
100000,32,63,45-64,2935
100000,32,63,65+,3007
100000,32,64,0-5,2881
100000,32,64,6-11,2955
100000,32,64,12-17,2757
100000,32,64,18-44,2773
100000,32,64,45-64,2913
100000,32,64,65+,3027
100000,32,65,0-5,2891
100000,32,65,6-11,2973
100000,32,65,12-17,2755
100000,32,65,18-44,2756
100000,32,65,45-64,2912
100000,32,65,65+,3042
100000,32,66,0-5,2905
100000,32,66,6-11,2961
100000,32,66,12-17,2774
100000,32,66,18-44,2754
100000,32,66,45-64,2901
100000,32,66,65+,3026
100000,32,67,0-5,2926
100000,32,67,6-11,2974
100000,32,67,12-17,2776
100000,32,67,18-44,2750
100000,32,67,45-64,2910
100000,32,67,65+,3026
100000,32,68,0-5,2937
100000,32,68,6-11,2974
100000,32,68,12-17,2771
100000,32,68,18-44,2762
100000,32,68,45-64,2903
100000,32,68,65+,3035
100000,32,69,0-5,2946
100000,32,69,6-11,2987
100000,32,69,12-17,2759
100000,32,69,18-44,2757
100000,32,69,45-64,2881
100000,32,69,65+,3048
100000,32,70,0-5,2953
100000,32,70,6-11,2995
100000,32,70,12-17,2768
100000,32,70,18-44,2764
100000,32,70,45-64,2880
100000,32,70,65+,3034
100000,32,71,0-5,2958
100000,32,71,6-11,3015
100000,32,71,12-17,2771
100000,32,71,18-44,2785
100000,32,71,45-64,2870
100000,32,71,65+,3037
100000,32,72,0-5,2970
100000,32,72,6-11,3044
100000,32,72,12-17,2778
100000,32,72,18-44,2793
100000,32,72,45-64,2885
100000,32,72,65+,3037
100000,32,73,0-5,2979
100000,32,73,6-11,3055
100000,32,73,12-17,2779
100000,32,73,18-44,2774
100000,32,73,45-64,2880
100000,32,73,65+,3025
100000,32,74,0-5,2962
100000,32,74,6-11,3061
100000,32,74,12-17,2785
100000,32,74,18-44,2774
100000,32,74,45-64,2886
100000,32,74,65+,3012
100000,32,75,0-5,2971
100000,32,75,6-11,3052
100000,32,75,12-17,2778
100000,32,75,18-44,2791
100000,32,75,45-64,2866
100000,32,75,65+,3021
100000,32,76,0-5,2961
100000,32,76,6-11,3061
100000,32,76,12-17,2788
100000,32,76,18-44,2775
100000,32,76,45-64,2861
100000,32,76,65+,3020
100000,32,77,0-5,2964
100000,32,77,6-11,3043
100000,32,77,12-17,2777
100000,32,77,18-44,2784
100000,32,77,45-64,2861
100000,32,77,65+,3042
100000,32,78,0-5,2967
100000,32,78,6-11,3047
100000,32,78,12-17,2770
100000,32,78,18-44,2773
100000,32,78,45-64,2878
100000,32,78,65+,3083
100000,32,79,0-5,2983
100000,32,79,6-11,3067
100000,32,79,12-17,2776
100000,32,79,18-44,2780
100000,32,79,45-64,2856
100000,32,79,65+,3085
100000,32,80,0-5,2961
100000,32,80,6-11,3104
100000,32,80,12-17,2778
100000,32,80,18-44,2784
100000,32,80,45-64,2842
100000,32,80,65+,3064
100000,32,81,0-5,2988
100000,32,81,6-11,3113
100000,32,81,12-17,2786
100000,32,81,18-44,2781
100000,32,81,45-64,2846
100000,32,81,65+,3059
100000,32,82,0-5,2976
100000,32,82,6-11,3122
100000,32,82,12-17,2791
100000,32,82,18-44,2803
100000,32,82,45-64,2865
100000,32,82,65+,3056
100000,32,83,0-5,2972
100000,32,83,6-11,3142
100000,32,83,12-17,2792
100000,32,83,18-44,2798
100000,32,83,45-64,2851
100000,32,83,65+,3079
100000,32,84,0-5,2976
100000,32,84,6-11,3147
100000,32,84,12-17,2793
100000,32,84,18-44,2802
100000,32,84,45-64,2856
100000,32,84,65+,3071
100000,32,85,0-5,2968
100000,32,85,6-11,3155
100000,32,85,12-17,2794
100000,32,85,18-44,2787
100000,32,85,45-64,2853
100000,32,85,65+,3087
100000,32,86,0-5,2977
100000,32,86,6-11,3172
100000,32,86,12-17,2793
100000,32,86,18-44,2762
100000,32,86,45-64,2850
100000,32,86,65+,3070
100000,32,87,0-5,2986
100000,32,87,6-11,3163
100000,32,87,12-17,2783
100000,32,87,18-44,2748
100000,32,87,45-64,2866
100000,32,87,65+,3062
100000,32,88,0-5,3012
100000,32,88,6-11,3168
100000,32,88,12-17,2772
100000,32,88,18-44,2756
100000,32,88,45-64,2862
100000,32,88,65+,3077
100000,32,89,0-5,3001
100000,32,89,6-11,3154
100000,32,89,12-17,2791
100000,32,89,18-44,2754
100000,32,89,45-64,2852
100000,32,89,65+,3096
100000,32,90,0-5,2982
100000,32,90,6-11,3156
100000,32,90,12-17,2814
100000,32,90,18-44,2739
100000,32,90,45-64,2854
100000,32,90,65+,3098
100000,32,91,0-5,2983
100000,32,91,6-11,3179
100000,32,91,12-17,2828
100000,32,91,18-44,2717
100000,32,91,45-64,2862
100000,32,91,65+,3085
100000,32,92,0-5,2990
100000,32,92,6-11,3172
100000,32,92,12-17,2856
100000,32,92,18-44,2712
100000,32,92,45-64,2860
100000,32,92,65+,3089
100000,32,93,0-5,3010
100000,32,93,6-11,3178
100000,32,93,12-17,2860
100000,32,93,18-44,2733
100000,32,93,45-64,2881
100000,32,93,65+,3075
100000,32,94,0-5,3016
100000,32,94,6-11,3173
100000,32,94,12-17,2858
100000,32,94,18-44,2743
100000,32,94,45-64,2896
100000,32,94,65+,3072
100000,32,95,0-5,3036
100000,32,95,6-11,3182
100000,32,95,12-17,2880
100000,32,95,18-44,2750
100000,32,95,45-64,2886
100000,32,95,65+,3054
100000,32,96,0-5,3036
100000,32,96,6-11,3198
100000,32,96,12-17,2888
100000,32,96,18-44,2752
100000,32,96,45-64,2890
100000,32,96,65+,3047
100000,32,97,0-5,3040
100000,32,97,6-11,3207
100000,32,97,12-17,2888
100000,32,97,18-44,2750
100000,32,97,45-64,2869
100000,32,97,65+,3037
100000,32,98,0-5,3039
100000,32,98,6-11,3229
100000,32,98,12-17,2872
100000,32,98,18-44,2745
100000,32,98,45-64,2876
100000,32,98,65+,3036
100000,32,99,0-5,3064
100000,32,99,6-11,3244
100000,32,99,12-17,2892
100000,32,99,18-44,2734
100000,32,99,45-64,2879
100000,32,99,65+,3023
100000,32,100,0-5,3044
100000,32,100,6-11,3260
100000,32,100,12-17,2905
100000,32,100,18-44,2719
100000,32,100,45-64,2884
100000,32,100,65+,3037
100000,32,101,0-5,3055
100000,32,101,6-11,3281
100000,32,101,12-17,2891
100000,32,101,18-44,2729
100000,32,101,45-64,2864
100000,32,101,65+,3036
100000,32,102,0-5,3074
100000,32,102,6-11,3286
100000,32,102,12-17,2886
100000,32,102,18-44,2735
100000,32,102,45-64,2865
100000,32,102,65+,3039
100000,32,103,0-5,3058
100000,32,103,6-11,3307
100000,32,103,12-17,2898
100000,32,103,18-44,2734
100000,32,103,45-64,2862
100000,32,103,65+,3050
100000,32,104,0-5,3082
100000,32,104,6-11,3343
100000,32,104,12-17,2918
100000,32,104,18-44,2747
100000,32,104,45-64,2865
100000,32,104,65+,3007
100000,32,105,0-5,3099
100000,32,105,6-11,3381
100000,32,105,12-17,2939
100000,32,105,18-44,2748
100000,32,105,45-64,2868
100000,32,105,65+,3018
100000,32,106,0-5,3116
100000,32,106,6-11,3415
100000,32,106,12-17,2953
100000,32,106,18-44,2767
100000,32,106,45-64,2868
100000,32,106,65+,3034
100000,32,107,0-5,3144
100000,32,107,6-11,3412
100000,32,107,12-17,2961
100000,32,107,18-44,2753
100000,32,107,45-64,2877
100000,32,107,65+,3056
100000,32,108,0-5,3167
100000,32,108,6-11,3420
100000,32,108,12-17,2953
100000,32,108,18-44,2771
100000,32,108,45-64,2890
100000,32,108,65+,3066
100000,32,109,0-5,3179
100000,32,109,6-11,3445
100000,32,109,12-17,2941
100000,32,109,18-44,2767
100000,32,109,45-64,2869
100000,32,109,65+,3051
100000,32,110,0-5,3175
100000,32,110,6-11,3475
100000,32,110,12-17,2963
100000,32,110,18-44,2773
100000,32,110,45-64,2871
100000,32,110,65+,3048
100000,32,111,0-5,3197
100000,32,111,6-11,3517
100000,32,111,12-17,2982
100000,32,111,18-44,2769
100000,32,111,45-64,2876
100000,32,111,65+,3077
100000,32,112,0-5,3236
100000,32,112,6-11,3535
100000,32,112,12-17,3012
100000,32,112,18-44,2771
100000,32,112,45-64,2887
100000,32,112,65+,3101
100000,32,113,0-5,3239
100000,32,113,6-11,3557
100000,32,113,12-17,3020
100000,32,113,18-44,2799
100000,32,113,45-64,2907
100000,32,113,65+,3105
100000,32,114,0-5,3272
100000,32,114,6-11,3558
100000,32,114,12-17,3001
100000,32,114,18-44,2791
100000,32,114,45-64,2912
100000,32,114,65+,3106
100000,32,115,0-5,3286
100000,32,115,6-11,3598
100000,32,115,12-17,3033
100000,32,115,18-44,2773
100000,32,115,45-64,2913
100000,32,115,65+,3131
100000,32,116,0-5,3300
100000,32,116,6-11,3634
100000,32,116,12-17,3041
100000,32,116,18-44,2761
100000,32,116,45-64,2922
100000,32,116,65+,3146
100000,32,117,0-5,3324
100000,32,117,6-11,3634
100000,32,117,12-17,3069
100000,32,117,18-44,2770
100000,32,117,45-64,2915
100000,32,117,65+,3155
100000,32,118,0-5,3445
100000,32,118,6-11,3769
100000,32,118,12-17,3186
100000,32,118,18-44,2845
100000,32,118,45-64,2998
100000,32,118,65+,3274
100000,32,119,0-5,3562
100000,32,119,6-11,3909
100000,32,119,12-17,3307
100000,32,119,18-44,2953
100000,32,119,45-64,3123
100000,32,119,65+,3398
100000,32,120,0-5,3683
100000,32,120,6-11,4084
100000,32,120,12-17,3433
100000,32,120,18-44,3070
100000,32,120,45-64,3240
100000,32,120,65+,3519
100000,32,121,0-5,3877
100000,32,121,6-11,4238
100000,32,121,12-17,3561
100000,32,121,18-44,3165
100000,32,121,45-64,3363
100000,32,121,65+,3639
100000,32,122,0-5,4049
100000,32,122,6-11,4439
100000,32,122,12-17,3680
100000,32,122,18-44,3292
100000,32,122,45-64,3484
100000,32,122,65+,3787
100000,32,123,0-5,4218
100000,32,123,6-11,4626
100000,32,123,12-17,3835
100000,32,123,18-44,3416
100000,32,123,45-64,3596
100000,32,123,65+,3953
100000,32,124,0-5,4374
100000,32,124,6-11,4845
100000,32,124,12-17,4002
100000,32,124,18-44,3579
100000,32,124,45-64,3742
100000,32,124,65+,4124
100000,32,125,0-5,4559
100000,32,125,6-11,5043
100000,32,125,12-17,4184
100000,32,125,18-44,3712
100000,32,125,45-64,3900
100000,32,125,65+,4279
100000,32,126,0-5,4767
100000,32,126,6-11,5253
100000,32,126,12-17,4387
100000,32,126,18-44,3888
100000,32,126,45-64,4078
100000,32,126,65+,4448
100000,32,127,0-5,5000
100000,32,127,6-11,5503
100000,32,127,12-17,4627
100000,32,127,18-44,4058
100000,32,127,45-64,4256
100000,32,127,65+,4647
100000,32,128,0-5,5270
100000,32,128,6-11,5767
100000,32,128,12-17,4849
100000,32,128,18-44,4249
100000,32,128,45-64,4461
100000,32,128,65+,4864
100000,32,129,0-5,5560
100000,32,129,6-11,6101
100000,32,129,12-17,5126
100000,32,129,18-44,4446
100000,32,129,45-64,4702
100000,32,129,65+,5108
100000,32,130,0-5,5859
100000,32,130,6-11,6456
100000,32,130,12-17,5407
100000,32,130,18-44,4686
100000,32,130,45-64,4948
100000,32,130,65+,5368
100000,32,131,0-5,6229
100000,32,131,6-11,6814
100000,32,131,12-17,5717
100000,32,131,18-44,4950
100000,32,131,45-64,5201
100000,32,131,65+,5666
100000,32,132,0-5,6626
100000,32,132,6-11,7197
100000,32,132,12-17,6048
100000,32,132,18-44,5261
100000,32,132,45-64,5506
100000,32,132,65+,6011
100000,32,133,0-5,7032
100000,32,133,6-11,7634
100000,32,133,12-17,6467
100000,32,133,18-44,5584
100000,32,133,45-64,5835
100000,32,133,65+,6407
100000,32,134,0-5,7504
100000,32,134,6-11,8135
100000,32,134,12-17,6913
100000,32,134,18-44,5971
100000,32,134,45-64,6226
100000,32,134,65+,6822
100000,32,135,0-5,8054
100000,32,135,6-11,8730
100000,32,135,12-17,7423
100000,32,135,18-44,6380
100000,32,135,45-64,6697
100000,32,135,65+,7302
100000,32,136,0-5,8691
100000,32,136,6-11,9415
100000,32,136,12-17,8018
100000,32,136,18-44,6889
100000,32,136,45-64,7219
100000,32,136,65+,7845
100000,32,137,0-5,9404
100000,32,137,6-11,10217
100000,32,137,12-17,8699
100000,32,137,18-44,7456
100000,32,137,45-64,7787
100000,32,137,65+,8492
100000,32,138,0-5,10275
100000,32,138,6-11,11123
100000,32,138,12-17,9455
100000,32,138,18-44,8105
100000,32,138,45-64,8441
100000,32,138,65+,9209
100000,32,139,0-5,11267
100000,32,139,6-11,12218
100000,32,139,12-17,10387
100000,32,139,18-44,8886
100000,32,139,45-64,9222
100000,32,139,65+,10077
100000,32,140,0-5,12374
100000,32,140,6-11,13463
100000,32,140,12-17,11473
100000,32,140,18-44,9858
100000,32,140,45-64,10216
100000,32,140,65+,11121
100000,32,141,0-5,13800
100000,32,141,6-11,14995
100000,32,141,12-17,12908
100000,32,141,18-44,11108
100000,32,141,45-64,11473
100000,32,141,65+,12384
100000,32,142,0-5,15535
100000,32,142,6-11,16843
100000,32,142,12-17,14615
100000,32,142,18-44,12633
100000,32,142,45-64,13030
100000,32,142,65+,14054
100000,32,143,0-5,17784
100000,32,143,6-11,19051
100000,32,143,12-17,16867
100000,32,143,18-44,14600
100000,32,143,45-64,15026
100000,32,143,65+,16156
100000,32,144,0-5,20561
100000,32,144,6-11,21856
100000,32,144,12-17,19646
100000,32,144,18-44,17247
100000,32,144,45-64,17651
100000,32,144,65+,18916
100000,32,145,0-5,24100
100000,32,145,6-11,25337
100000,32,145,12-17,23365
100000,32,145,18-44,20791
100000,32,145,45-64,21235
100000,32,145,65+,22574
100000,32,146,0-5,28949
100000,32,146,6-11,29995
100000,32,146,12-17,28244
100000,32,146,18-44,25768
100000,32,146,45-64,26213
100000,32,146,65+,27624
100000,32,147,0-5,35551
100000,32,147,6-11,36485
100000,32,147,12-17,35045
100000,32,147,18-44,32882
100000,32,147,45-64,33265
100000,32,147,65+,34616
100000,32,148,0-5,45556
100000,32,148,6-11,46180
100000,32,148,12-17,45181
100000,32,148,18-44,43710
100000,32,148,45-64,43779
100000,32,148,65+,44815
100000,32,149,0-5,62409
100000,32,149,6-11,62628
100000,32,149,12-17,62420
100000,32,149,18-44,61637
100000,32,149,45-64,61442
100000,32,149,65+,62084
100000,wh,1,0-5,629
100000,wh,1,6-11,20
100000,wh,1,12-17,293
100000,wh,1,18-44,604
100000,wh,1,45-64,607
100000,wh,1,65+,573
100000,wh,2,0-5,644
100000,wh,2,6-11,23
100000,wh,2,12-17,348
100000,wh,2,18-44,616
100000,wh,2,45-64,622
100000,wh,2,65+,594
100000,wh,3,0-5,670
100000,wh,3,6-11,77
100000,wh,3,12-17,468
100000,wh,3,18-44,626
100000,wh,3,45-64,643
100000,wh,3,65+,623
100000,wh,4,0-5,687
100000,wh,4,6-11,599
100000,wh,4,12-17,582
100000,wh,4,18-44,632
100000,wh,4,45-64,651
100000,wh,4,65+,647
100000,wh,5,0-5,698
100000,wh,5,6-11,663
100000,wh,5,12-17,604
100000,wh,5,18-44,639
100000,wh,5,45-64,655
100000,wh,5,65+,664
100000,wh,6,0-5,702
100000,wh,6,6-11,680
100000,wh,6,12-17,610
100000,wh,6,18-44,643
100000,wh,6,45-64,658
100000,wh,6,65+,673
100000,wh,7,0-5,704
100000,wh,7,6-11,688
100000,wh,7,12-17,612
100000,wh,7,18-44,644
100000,wh,7,45-64,661
100000,wh,7,65+,680
100000,wh,8,0-5,710
100000,wh,8,6-11,691
100000,wh,8,12-17,621
100000,wh,8,18-44,651
100000,wh,8,45-64,671
100000,wh,8,65+,690
100000,wh,9,0-5,713
100000,wh,9,6-11,698
100000,wh,9,12-17,626
100000,wh,9,18-44,657
100000,wh,9,45-64,673
100000,wh,9,65+,694
100000,wh,10,0-5,721
100000,wh,10,6-11,705
100000,wh,10,12-17,632
100000,wh,10,18-44,660
100000,wh,10,45-64,677
100000,wh,10,65+,697
100000,wh,11,0-5,728
100000,wh,11,6-11,713
100000,wh,11,12-17,636
100000,wh,11,18-44,664
100000,wh,11,45-64,679
100000,wh,11,65+,701
100000,wh,12,0-5,732
100000,wh,12,6-11,721
100000,wh,12,12-17,639
100000,wh,12,18-44,669
100000,wh,12,45-64,682
100000,wh,12,65+,709
100000,wh,13,0-5,739
100000,wh,13,6-11,727
100000,wh,13,12-17,643
100000,wh,13,18-44,674
100000,wh,13,45-64,684
100000,wh,13,65+,710
100000,wh,14,0-5,742
100000,wh,14,6-11,729
100000,wh,14,12-17,646
100000,wh,14,18-44,677
100000,wh,14,45-64,686
100000,wh,14,65+,719
100000,wh,15,0-5,746
100000,wh,15,6-11,739
100000,wh,15,12-17,654
100000,wh,15,18-44,680
100000,wh,15,45-64,692
100000,wh,15,65+,723
100000,wh,16,0-5,755
100000,wh,16,6-11,747
100000,wh,16,12-17,660
100000,wh,16,18-44,682
100000,wh,16,45-64,699
100000,wh,16,65+,728
100000,wh,17,0-5,764
100000,wh,17,6-11,751
100000,wh,17,12-17,665
100000,wh,17,18-44,687
100000,wh,17,45-64,702
100000,wh,17,65+,736
100000,wh,18,0-5,765
100000,wh,18,6-11,757
100000,wh,18,12-17,673
100000,wh,18,18-44,693
100000,wh,18,45-64,713
100000,wh,18,65+,743
100000,wh,19,0-5,771
100000,wh,19,6-11,766
100000,wh,19,12-17,678
100000,wh,19,18-44,699
100000,wh,19,45-64,721
100000,wh,19,65+,750
100000,wh,20,0-5,775
100000,wh,20,6-11,774
100000,wh,20,12-17,682
100000,wh,20,18-44,703
100000,wh,20,45-64,729
100000,wh,20,65+,753
100000,wh,21,0-5,779
100000,wh,21,6-11,780
100000,wh,21,12-17,686
100000,wh,21,18-44,710
100000,wh,21,45-64,736
100000,wh,21,65+,761
100000,wh,22,0-5,784
100000,wh,22,6-11,786
100000,wh,22,12-17,691
100000,wh,22,18-44,717
100000,wh,22,45-64,744
100000,wh,22,65+,767
100000,wh,23,0-5,794
100000,wh,23,6-11,796
100000,wh,23,12-17,697
100000,wh,23,18-44,728
100000,wh,23,45-64,749
100000,wh,23,65+,773
100000,wh,24,0-5,805
100000,wh,24,6-11,802
100000,wh,24,12-17,704
100000,wh,24,18-44,734
100000,wh,24,45-64,754
100000,wh,24,65+,779
100000,wh,25,0-5,809
100000,wh,25,6-11,811
100000,wh,25,12-17,710
100000,wh,25,18-44,739
100000,wh,25,45-64,764
100000,wh,25,65+,786
100000,wh,26,0-5,815
100000,wh,26,6-11,819
100000,wh,26,12-17,719
100000,wh,26,18-44,743
100000,wh,26,45-64,767
100000,wh,26,65+,788
100000,wh,27,0-5,818
100000,wh,27,6-11,830
100000,wh,27,12-17,725
100000,wh,27,18-44,747
100000,wh,27,45-64,773
100000,wh,27,65+,799
100000,wh,28,0-5,827
100000,wh,28,6-11,837
100000,wh,28,12-17,729
100000,wh,28,18-44,754
100000,wh,28,45-64,774
100000,wh,28,65+,805
100000,wh,29,0-5,832
100000,wh,29,6-11,848
100000,wh,29,12-17,733
100000,wh,29,18-44,759
100000,wh,29,45-64,779
100000,wh,29,65+,807
100000,wh,30,0-5,838
100000,wh,30,6-11,856
100000,wh,30,12-17,739
100000,wh,30,18-44,760
100000,wh,30,45-64,784
100000,wh,30,65+,817
100000,wh,31,0-5,847
100000,wh,31,6-11,864
100000,wh,31,12-17,748
100000,wh,31,18-44,767
100000,wh,31,45-64,788
100000,wh,31,65+,826
100000,wh,32,0-5,859
100000,wh,32,6-11,873
100000,wh,32,12-17,753
100000,wh,32,18-44,776
100000,wh,32,45-64,792
100000,wh,32,65+,831
100000,wh,33,0-5,867
100000,wh,33,6-11,879
100000,wh,33,12-17,762
100000,wh,33,18-44,780
100000,wh,33,45-64,796
100000,wh,33,65+,840
100000,wh,34,0-5,871
100000,wh,34,6-11,886
100000,wh,34,12-17,774
100000,wh,34,18-44,788
100000,wh,34,45-64,799
100000,wh,34,65+,844
100000,wh,35,0-5,881
100000,wh,35,6-11,896
100000,wh,35,12-17,783
100000,wh,35,18-44,795
100000,wh,35,45-64,809
100000,wh,35,65+,848
100000,wh,36,0-5,889
100000,wh,36,6-11,902
100000,wh,36,12-17,787
100000,wh,36,18-44,799
100000,wh,36,45-64,816
100000,wh,36,65+,857
100000,wh,37,0-5,902
100000,wh,37,6-11,911
100000,wh,37,12-17,792
100000,wh,37,18-44,807
100000,wh,37,45-64,826
100000,wh,37,65+,866
100000,wh,38,0-5,908
100000,wh,38,6-11,922
100000,wh,38,12-17,798
100000,wh,38,18-44,813
100000,wh,38,45-64,832
100000,wh,38,65+,872
100000,wh,39,0-5,920
100000,wh,39,6-11,934
100000,wh,39,12-17,806
100000,wh,39,18-44,818
100000,wh,39,45-64,839
100000,wh,39,65+,883
100000,wh,40,0-5,929
100000,wh,40,6-11,944
100000,wh,40,12-17,811
100000,wh,40,18-44,826
100000,wh,40,45-64,850
100000,wh,40,65+,890
100000,wh,41,0-5,940
100000,wh,41,6-11,958
100000,wh,41,12-17,823
100000,wh,41,18-44,829
100000,wh,41,45-64,854
100000,wh,41,65+,900
100000,wh,42,0-5,947
100000,wh,42,6-11,967
100000,wh,42,12-17,831
100000,wh,42,18-44,834
100000,wh,42,45-64,866
100000,wh,42,65+,912
100000,wh,43,0-5,954
100000,wh,43,6-11,976
100000,wh,43,12-17,839
100000,wh,43,18-44,845
100000,wh,43,45-64,873
100000,wh,43,65+,920
100000,wh,44,0-5,966
100000,wh,44,6-11,988
100000,wh,44,12-17,847
100000,wh,44,18-44,850
100000,wh,44,45-64,880
100000,wh,44,65+,926
100000,wh,45,0-5,974
100000,wh,45,6-11,996
100000,wh,45,12-17,859
100000,wh,45,18-44,856
100000,wh,45,45-64,887
100000,wh,45,65+,933
100000,wh,46,0-5,983
100000,wh,46,6-11,1002
100000,wh,46,12-17,864
100000,wh,46,18-44,869
100000,wh,46,45-64,893
100000,wh,46,65+,942
100000,wh,47,0-5,990
100000,wh,47,6-11,1014
100000,wh,47,12-17,878
100000,wh,47,18-44,879
100000,wh,47,45-64,901
100000,wh,47,65+,954
100000,wh,48,0-5,998
100000,wh,48,6-11,1028
100000,wh,48,12-17,885
100000,wh,48,18-44,888
100000,wh,48,45-64,905
100000,wh,48,65+,965
100000,wh,49,0-5,1014
100000,wh,49,6-11,1041
100000,wh,49,12-17,898
100000,wh,49,18-44,894
100000,wh,49,45-64,917
100000,wh,49,65+,976
100000,wh,50,0-5,1021
100000,wh,50,6-11,1048
100000,wh,50,12-17,903
100000,wh,50,18-44,901
100000,wh,50,45-64,926
100000,wh,50,65+,983
100000,wh,51,0-5,1027
100000,wh,51,6-11,1062
100000,wh,51,12-17,911
100000,wh,51,18-44,914
100000,wh,51,45-64,937
100000,wh,51,65+,997
100000,wh,52,0-5,1038
100000,wh,52,6-11,1073
100000,wh,52,12-17,921
100000,wh,52,18-44,923
100000,wh,52,45-64,946
100000,wh,52,65+,1009
100000,wh,53,0-5,1050
100000,wh,53,6-11,1082
100000,wh,53,12-17,940
100000,wh,53,18-44,929
100000,wh,53,45-64,956
100000,wh,53,65+,1014
100000,wh,54,0-5,1058
100000,wh,54,6-11,1095
100000,wh,54,12-17,952
100000,wh,54,18-44,937
100000,wh,54,45-64,965
100000,wh,54,65+,1027
100000,wh,55,0-5,1072
100000,wh,55,6-11,1108
100000,wh,55,12-17,961
100000,wh,55,18-44,943
100000,wh,55,45-64,976
100000,wh,55,65+,1037
100000,wh,56,0-5,1083
100000,wh,56,6-11,1127
100000,wh,56,12-17,975
100000,wh,56,18-44,953
100000,wh,56,45-64,989
100000,wh,56,65+,1049
100000,wh,57,0-5,1093
100000,wh,57,6-11,1145
100000,wh,57,12-17,986
100000,wh,57,18-44,963
100000,wh,57,45-64,998
100000,wh,57,65+,1060
100000,wh,58,0-5,1104
